content,label
"MISANO, KOMPAS.com - Seri keenam  MotoGP 2020 akan berlangsung di Sirkuit Misano, Italia, (13/9/2020). Pebalap muda,  Fabio Quartararo mengatakan,  Yamaha mesti segera membenahi berbagai  masalah yang muncul.“Kami tidak hanya kesulitan dengan rem, kami juga mengalami masalah di  banyak area lainnya. Yamaha memiliki banyak pekerjaan yang harus dilakukan. Situasinya tidak mudah sekarang,"" katanya mengutip Tuttomotoriweb.com, Selasa (8/9/2020).Baca juga: Perlukah Orang Biasa Belok Turun Kaki seperti Pebalap MotoGPAFP/JAVIER SORIANO Pebalap Petronas Yamaha SRT, Fabio Quartararo, menjadi pemenang pada MotoGP Spanyol 2020.""Saya telah belajar dari masa lalu, saya tidak peduli berapa banyak orang yang mengatakan saya harus menang dan merebut gelar, karena hanya saya yang tahu tujuan dan potensi saya,” katanya.Quartararo menyebut di Misano YZR-M1 2020 akan bermasalah pada cengkraman ban. Pebalap Perancis itu juga mengatakan banyak masalah teknis lain yang bakal muncul tapi saat ini belum terlihat.“Di Misano kami akan mengalami lebih sedikit masalah cengkeraman, tetapi titik lemah lain dari motor akan muncul. Kami belum menghilangkan hal tersebut. Tapi saya yakin kami akan lebih kuat dan melakukan pekerjaan dengan baik,” katanya.Baca juga: Penjelasan Brembo Soal Rem Vinales yang Bermasalah di MotoGP StyriaFoto: Istimewa Fabio Quartararo Sirkuit Misano atau Misano World Circuit Marco Simoncelli merupakan treknya Yamaha, setidaknya zaman Jorge Lorenzo. Karena itu Misano akan jadi pembuktian bagi para pebalap Yamaha termasuk Quartararo.“Saya dan tim berdiskusi tentang apa yang harus dilakukan, dan hanya mereka yang dapat memberi tahu saya apa yang harus dilakukan. Mereka tahu bagaimana saya bekerja dan tidak ada yang mendikte saya harus lakukan sesuatu,"" katanya.""Mereka menyuruh saya melakukan yang terbaik yang saya bisa. Saya suka motivasi seperti ini. Ini adalah hal yang sangat positif dalam tim kami,” ucap El Diablo. ",otomotif
"BOGOR, KOMPAS.com –  Toyota Hiace memang sejatinya digunakan sebagai kendaraan  niaga, misalnya seperti angkutan travel dan bahkan sekarang sedang diuji coba sebagai Mikrotrans Jak Lingko.Memiliki  kabin yang lega, Toyota Hiace bisa diisi sampai 13 orang. Namun, bagi yang ingin kelihatan berbeda, bisa memodifikasi bagian kabin menjadi  campervan, sehingga bisa jadi alat transportasi sekaligus akomodasi selama perjalanan wisata keliling Indonesia.Salah satu  karoseri yang bisa mengubah kabin Toyota Hiace menjadi campervan yaitu Delima Jaya di Bogor. Tentunya  modifikasi yang dilakukan di kabin Hiace bisa dilakukan sesuai keinginan dari pemesannya.Baca juga: Catat, Ini Daftar Mobil Rp 70 Jutaan di Balai LelangDelima Jaya Kabin campervanManaging Director karoseri Delima Jaya, Winston Wiyanta mengatakan, biaya untuk mengubah kabin Hiace menjadi campervan ada di antara Rp 100 juta sampai Rp 200 juta, tergantung spesifikasinya.“Untuk saat ini, sedang ada campervan basisnya Toyota Hiace, untuk bagian luarnya, tidak banyak ubahan, hanya ada tambahan automatic awning pada bagian samping,” ucap Winston kepada Kompas.com, Senin (7/9/2020).Kemudian pada bagian atap juga tetap standar. Jika ingin memiliki tambahan ruang kepala, bisa dengan menambah ketinggian atapnya. Winston mengatakan, biaya untuk meninggikan atapnya sekitar Rp 10 juta.Baca juga: Rumors Generasi Baru Avanza-Xenia Akan Meluncur 2021Ubahan paling banyak ada di bagian kabin, mulai dari pelapisan dinding dan plafon dengan premium synthetic leather, partisi dengan kaca geser, karpet lantai bermotif kayu, laci penyimpanan, meja dan bangku.“Kemudian untuk bingkai kaca pakai bahan suede, tempat duduk dan kasur dilapis premium synthetic leather, penerangan dengan ambient light LED, TV lipat 17 inci di plafon, meja lipat, kursi lipat dan meja sliding dengan coffee maker,” kata Winston. ",otomotif
"MISANO, KOMPAS.com -  Casey Stoner lebih terkesan dengan penampilan Francesco Bagnaia ketimbang  Fabio Quartararo. Juara dunia dua kali itu menilai El Diablo memang kencang, tetapi belum konsisten.Alasannya, karena di awal seri Quartararo terlalu hebat di Jerez, tetapi kemudian di seri-seri berikutnya performanya menurun drastis. ""Pecco benar-benar membuat saya terkesan di Jerez, tetapi kemudian dia mengalami masalah mesin. Fabio kita tahu cepat sejak tahun lalu, dan keluar sebagai senjata muda tahun ini, tetapi di sirkuit (Jerez) di mana dia meraih pole tahun lalu,"" kata Stoner, mengutip Crash.net, Selasa (8/9/2020).Baca juga: Penjelasan Brembo Soal Rem Vinales yang Bermasalah di MotoGP Styria MOTORSPORT.com Casey Stoner.""Jadi bagi saya itu hanya menunjukkan bahwa sirkuit itu sangat cocok untuknya. Akan tetapi, kemudian ketika beda sirkuit seperti Austria, dia tidak ada di mana-mana (terlihat di ronbongan depan) sepanjang akhir pekan (balapan),"" katanya.Stoner sudah pensiun jadi pebalap, tetapi juara dunia dua kali itu merupakan legenda di  MotoGP. Setiap komentarnya dijadikan acuan bagi banyak orang di dunia balap.Stoner mengatakan, tanpa Marc Marquez peta persaingan MotoGP musim ini sangat berbeda. Banyak talenta baru bermunculan. Namun, hal itu belum benar-benar terbukti sampai Marc kembali ke arena balap.Baca juga: Oliviera Yakin Bisa Ulang Sukses di GP MisanoMOTOGP Pebalap Pramac Ducati, Francesco Bagnaia, tertunduk lesu setelah mesin motornya mengalami kerusakan di MotoGP Andalusia, Sirkuit Jerez, Spanyol, Minggu (26/7/2020).Hal itu termasuk buat Quartararo. Satu-satunya juara dunia dari Ducati pada era MotoGP modern itu mengatakan, jika ingin meraih gelar maka konsistensi merupakan hal utama.""Sekali lagi, tanpa pemimpin seperti Marc Anda harus menunjukkan bisa berada di sana secara konsisten, tidak peduli sirkuit dan kondisinya, sangat sulit untuk menilai apa yang dapat dilakukan pebalap muda ini,"" katanya.""Saya pikir Fabio akan menjadi jauh lebih baik tahun ini, tetapi Austria cukup mengecewakan. Saya tahu  Yamaha sedang kesulitan, tetapi itu masih bukan alasan untuk berlari (performanya turun) sejauh itu,"" katanya. ",otomotif
"JAKARTA, KOMPAS.com – Efek domino dari menurunnya  penjualan kendaraan pada masa pandemi Covid-19 telah berdampak pada anjloknya industri kecil dan menengah ( IKM) yang erat kaitannya dengan sektor  otomotif.Kementerian Perindustrian ( Kemenperin) mencatat, virus corona telah menyebabkan sebanyak 1 juta pekerja IKM harus kehilangan pekerjaannya pada Juni 2020.Kondisi ini ternyata juga sejalan dengan pertumbuhan industri non-migas yang mengalami penurunan 5,74 persen selama kuartal II tahun ini.Baca juga: Toyota New Yaris Resmi Meluncur, Harga Mulai Rp 260 JutaanM Lulut Fasilitas produksi baru Suzuki di Cikarang, Jawa Barat, menyerap investasi 1 miliar dollar AS.“Kami bikin pendataan bersama kepala dinas di 34 provinsi, awal Juni itu 1 jutaan IKM yang terdampak. Hari ini saya dapat info, 2 juta tenaga kerja,” ujar Direktur Jenderal Industri Kecil Menengah dan Aneka Kemenperin Gati Wibawaningsih dalam konferensi virtual, Selasa (8/9/2020).“Apalagi benar-benar sektor yang terdampak, yaitu otomotif. Karena  industri otomotif penjualannya turun, pasti berdampak pada IKM-nya,” kata Gati.Berdasarkan data BPS, penjualan mobil secara wholesales pada kuartal II-2020 mencatat 24.042 unit atau turun 89,44 persen (yoy).Baca juga: Catat 4 Gejala Kaki-kaki Mobil Sudah Minta JajanTRIBUNNEWS / HERUDIN Pekerja merakit komponen mobil di pabrik baru Isuzu, di Karawang, Jawa Barat, Selasa (7/4/2015). Pabrik Isuzu Karawang Plant berlokasi di kawasan Suryacipta City of Industry ini memiliki kapasitas produksi 52 ribu unit per tahun dan dapat dikembangkan menjadi 80 ribu unit per tahun.Sementara itu, penjualan wholesales sepeda motor hanya meraih 313.625 unit atau turun 79,7 persen (yoy).Menurut Gati, industri otomotif diperkirakan belum bisa kembali normal dalam waktu dekat. Kondisi ini menuntut para pelaku IKM untuk berimprovisasi menyesuaikan diri di tengah pandemi.“Teman-teman harus mampu beradaptasi dengan kondisi ini, bagaimana tetap berproduksi, tetapi menjalankan protokol kesehatan,” ucap Gati.“Ini menjadi beban besar bagi IKM, karena resource-nya enggak semudah industri besar untuk menyesuaikan diri,” tuturnya. ",otomotif
"Aturan  ganjil genap masih dalam tahap evaluasi. Artinya, kebijakan tersebut masih berlaku di setiap ruas jalan yang sudah ditentukan.Pembatasan kendaraan bermotor roda empat pribadi dengan  sistem ganjil genap berdasarkan nomor polisi sudah dijalankan lagi selama sebulan belakangan ini.Baca juga: Transportasi Umum Jadi Klaster Covid-19, DKI Evaluasi Ganjil Genap Kepala Dinas Perhubungan (Dishub) DKI Jakarta Syafrin Liputo, mengatakan, tujuan diberlakukannya kembali ganjil genap adalah untuk menekan pergerakan orang. Selain itu, juga untuk menghindari terjadinya kepadatan lalu lintas.Dok. PT KCI Antrean penumpang KRL di salah satu stasiun pagi ini, Senin (31/8/2020).""Pada beberapa ruas jalan seperti di Jakarta Selatan, bahkan angkanya terus tumbuh dan melebihi dari kodisi normal saat sebelum ada pandemi,"" kata Syafrin, kepada wartawan, beberapa waktu lalu.Atas dasar tersebut, diputuskanlah  aturan ganjil genap diberlakukan kembali sejak Maret lalu sempat ditiadakan. Tapi, malah berdampak pada peningkatan jumlah KRL dan Transjakarta. Sehingga, berdampak lagi pada timbulnya  klaster baru di sektor transportasi umum.Baca juga: Kasus Covid-19 Meningkat, DKI Diminta Evaluasi Kebijakan Ganjil GenapSetelah satu bulan berlalu, kebijakan tersebut akan dievaluasi lagi untuk menentukan apakah akan diteruskan atau ditiadakan lagi. Hasil evaluasi akan diumumkan pada 10 September 2020.   View this post on Instagram  Untuk mengatasi penyebaran wabah Covid-19 di Jakarta pada pelaksanaan PSBB masa transisi, Pemprov DKI Jakarta melalui Pergub 51 Tahun 2020 telah mengatur pelaksanaan kegiatan 50% WFH dan 50% bekerja di kantor dengan pembagian minimal 2 shift agar kepadatan lalu lintas dapat terdistribusi secara merata di sepanjang waktu. Namun berdasarkan evaluasi lalu lintas pada pelaksanaan PSBB Masa Transisi Kepadatan Lalin tetap saja terjadi, hal ini ditandai dengan tingginya volume lalu lintas mendekati volume Lalin sebelum Pandemi Covid-19, bahkan di beberapa titik angkanya sudah diatas volume Lalin normal. Pengaturan Yang dilakukan oleh Pemprov DKI Jakarta berupa WFH 50% dan pembagian shift Kerja minimal 2 kali dalam Pergub 51 Tahun 2020 untuk mencegah penyebaran wabah Covid-19 sepertinya tidak dilaksanakan dengan baik. Selain itu, tidak ada lagi instrumen pembatasan pergerakan orang di Jakarta setelah SIKM ditiadakan tanggal 14 Juli 2020, menyebabkan warga dapat melakukan mobilitas sepanjang hari ditengah2 Pandemi Covid-19 ini, perlu diingat bahwa SAAT INI KITA BELUM SELESAI DENGAN PANDEMI COVID-19. Untuk itu agar pergerakan warga di Jakarta dapat ditekan dalam rangka mencegah penyeberan wabah Covid-19, maka mulai 3 Agustus 2020 Kebijakan Pemabatasan Lalu Lintas dengan Ganjil Genap mulai diberlakukan. Dengan ketentuan sebagai berikut: a. Diterapkan pada 25 Ruas jalan b. Waktu Penerapan : 06.00 - 10.00 pada pagi hari dan 16.00 - 21.00 pada sore hari. c. Tidak diberlakukan pada Hari Sabtu, Minggu dan hari libur nasional yang ditetapkan dengan Keputusan Presiden. d. Diberlakukan pada kendaraan roda 4, kecuali 13 jenis kendaraan yang dikecualikan Sesuai Pergub 88 Tahun 2019. #jakartatanggapcorona #jakartatangguh #aniesbaswedan #kebijakananies #dishubdkijakarta Sumber: @dkijakarta @syafrin.liputoA post shared by  DISHUB PROVINSI DKI JAKARTA (@dishubdkijakarta) on Aug 1, 2020 at 8:48pm PDTTerkait ruas jalan mana saja yang masuk dalam area ganjil genap, setidaknya ada 25 simpul. Berikut daftarnya;1. Jalan Medan Merdeka Barat2. Jalan MH Thamrin3. Jalan Jenderal Sudirman ",otomotif
"Di tengah  pandemi Covid-19 seperti sekarang ini upaya dilakukan guna meningkatkan minat konsumen untuk membeli kendaraan roda empat. Potongan harga menjadi salah satu yang paling banyak dilakukan untuk menarik minat pembeli terhadap unit yang ditawarkan.Selain segmen  LCGC,  diskon juga ditawarkan dari sejumlah pabrikan untuk tipe Low Sport Utility Vehicle ( LSUV) atau yang dikenal dengan sebutan  SUV murah.Ada beberapa pilihan menarik yang bisa menjadi pertimbangan saat ingin meminang SUV murah ini. Salah satunya dari pabrikan DFSK dengan produknya Glory 560.Baca juga: Mobil Bekas Rp 100 Jutaan di Balai Lelang, Bisa Dapat Toyota HarrierSUV asal Negeri Tirai Bambu ini dengan mesin 1.500 turbo itu memberikan  potongan harga mulai dari Rp 15 juta hingga Rp 20 jutaan untuk varian tertentu.KOMPAS.com/KRISTIANTO PURNOMO All New DSFK Glory 580 dipamerkan di Indonesia International Motor Show 2018 di JI Expo Kemayoran, Jakarta, Kamis (19/4/2018). Pameran otomotif terbesar di Indonesia ini akan berlangsung hingga 29 April 2018 mendatang.""Potongan harga hanya Rp 15 juta untuk yang tipe matik, kalau yang manual dengan transmisi enam percepatan bisa sampai Rp 20 jutaan bagi yang serius,” ujar salah satu sales  DSFK.Selain itu, masih kata sales tersebut, pihaknya juga masih memberikan penawaran berupa promo cashback hingga Rp 5 juta. Diskon juga ditawarkan dari pabrikan  Suzuki dengan XL7-nya. Hadir dengan platform yang sama dengan Ertiga pada Februari 2020 lalu, Suzuki memberikan penawaran menggiurkan bagi bagi calon konsumennya.Baca juga: Catat, Ini Daftar Mobil Rp 70 Jutaan di Balai LelangPotongan harga yang akan didapatkan oleh konsumen yang membeli XL7 terbilang cukup besar, yakni mencapai Rp 10 juta.""Selain Ertiga, XL7 juga sudah ada diskonnya. Untuk varian terendah, tipe Zeta AT atau MT itu potongannya sampai Rp 10 juta, kalau yang Alpha sekitar Rp 5 jutaan,"" kata wiraniaga Suzuki.GridOto.com Persaingan Low SUV, antara Honda BR-V dan Toyota Rush ",otomotif
"JAKARTA, KOMPAS.com – PT Toyota Astra Motor (TAM) telah memastikan untuk meluncurkan  Yaris model baru pada hari ini, Selasa (8/9/2020). Selain ubahan di eksterior, Yaris facelift tampaknya akan mendapat beberapa tambahan fitur baru.Tak heran, diprediksi  harga Yaris facelift akan mengalami kenaikan dibandingkan sebelumnya. Seperti diketahui per September 2020, Yaris model ‘Joker’ dihargai mulai Rp 250,950 juta (tipe E M/T) sampai Rp 291,450 juta (tipe S CVT TRD).Bagi Anda yang masih merasa kemahalan dan punya dana di bawah itu, tak ada salahnya untuk mencari Yaris model bekas.Baca juga: Turunkan Gigi Sebelum Belokan, Bukan Sebaliknya Toyota Yaris Club Indonesia (TYCI) Toyota Yaris Club Indonesia (TYCI) menggelar Jambore Nasional 2015 di Padang, Sumatera Barat.Apalagi Yaris seken di pasaran tersedia dalam beberapa generasi, membuat harga mobil ini cukup terjangkau mulai dari Rp 100 jutaan.Herjanto Kosasih, Senior Manager Bursa  Mobil Bekas WTC Mangga Dua, mengatakan, harga bekas Yaris cenderung lebih murah jika dibandingkan Jazz yang menjadi kompetitor utamanya.“Yaris itu harga bekasnya di bawah Jazz. Misalnya yang tahun 2017, Jazz masih bisa Rp 200 jutaan, kalau Yaris paling di bawahnya,” ucap Herjanto, kepada Kompas.com (7/9/2020). Baca juga: Rumors Generasi Baru Avanza-Xenia Akan Meluncur 2021KompasOtomotif-Donny Apriliananda Toyota Yaris Heykers tidak dimasukkan di kelas crossover.Sementara itu, Andi pemilik diler Jordy Motor di MGK Kemayoran, mengatakan, Yaris generasi pertama atau Yaris ‘Bakpao’ memiliki harga terbilang cukup bertahan.“Yaris ‘Lele’ memang agak jatuh, tapi Yaris ‘Bakpao’ masih lumayan. Kalau kondisinya bagus masih bisa di atas Rp 100 juta, lakunya juga cepat,” katanya.Sedangkan untuk Yaris generasi terakhir alias model 'Joker' harga yang ditawarkan masih terbilang tinggi, lantaran ketersediaan unit masih lebih sedikit ketimbang model lainnya.Berikut ini daftar harga  Toyota Yaris dari situs jual beli online: Baca juga: Cek Harga Mobil Murah Medio September 2020Dok. TAM Toyota Yaris 2018 varian TRD Sportivo.Yaris ‘Bakpao’2011 Rp 100 jutaan – Rp 115 jutaan2012 Rp 110 jutaan – Rp 125 jutaan2013 Rp 120 jutaan – Rp 135 jutaanYaris ‘Lele’2015 Rp 145 jutaan – Rp 170 jutaan2016 Rp 160 jutaan – Rp 175 jutaan2017 Rp 175 jutaan – Rp 190 jutaanYaris ‘Joker’2018 Rp 200 jutaan – Rp 220 jutaan2019 Rp 210 jutaan – Rp 230 jutaan ",otomotif
"PT Transportasi Jakarta ( TransJakarta) telah menyediakan layanan baru berupa unit The All New Purwarupa  Mikrotrans dengan basis  Toyota HiAce pekan lalu (4/9/2020).Direktur Pelayanan TransJakarta Achmad Izul Waro mengatakan, upaya tersebut dilakukan sebagai upaya meningkatkan kenyamanan para pelanggan di transportasi publik.Pasalnya, angkutan orang terbaru ini lebih mewah dibandingkan angkot dengan berbagai kelebihan, seperti air conditioner (AC) dan kapasitas penuh 15 penumpang.Baca juga: Kasus Covid-19 Meningkat, DKI Diminta Evaluasi Kebijakan Ganjil GenapDSP Styling/Dody Prototipe Mikrotrans Jak Lingko""Mikrotrans ini lebih mewah, sudah dilengkapi AC dan lebih luas. Jadi berbeda dengan sebelumnya,"" kata Izul.Lebih jauh, di kendaraan itu juga terdapat TV layar lebar, CCTV, DVR, running text pada monitor, OBU (Onboard Unit), alat pemadam ringan, dan pintu geser otomatis. Kursi penumpang pun dibuat menggunakan bahan busa yang nyaman.""Tapi karena harus memenuhi protokol kesehatan, batas maksimum penumpang saat ini 7 (tujuh) orang atau 50 persen dari kapasitas normal,"" ujar Izul.""Jadi selain nyaman, Mikrotrans terbaru lebih aman juga,"" kata dia lagi.Baca juga: Jadi Angkot, Dishub Pantau Operasional Toyota HiAce Selama 6 BulanDSP Styling/Dody Prototipe Mikrotrans Jak LingkoHiAce sendiri merupakan salah satu jajaran mobil mewah dari Toyota yang menyajikan kenyamanan dan fasilitas cukup lengkap. Mobil merupakan minibus yang dipasarkan secara konvensional di Indonesia, berbanderol mulai Rp 530 juta.""Saat ini kita masuk tahap uji coba, baru ada satu unit yang beroperasi dengan rute JAK10 Tanah Abang-Kota, total 78 pemberhentian. Bagi masyarakat yang ingin mencobanya, belum dipungut biaya hingga Maret 2021,"" ujar Izul.Dalam tahap uji coba, pihak TransJakarta juga bakal ketat dalam pengawasan penerapan protokol kesehatan, mulai dari jaga jarak sampai penggunaan masker. ",otomotif
"JAKARTA, KOMPAS.com – Usai meluncur di Thailand pada Agustus 2020, Toyota New  Yaris akhirnya dipasarkan juga di Indonesia pada 8 September 2020. Mobil ini telah mendapat sejumlah peningkatan untuk memenuhi kebutuhan pelanggan.Anton Jimmi Suwandy, Direktur Pemasaran PT Toyota Astra Motor, mengatakan, ubahan  New Yaris mencakup tampilan yang lebih segar sekaligus tambahan fitur yang membuatnya makin lengkap.“Seiring dengan berjalannya waktu, terjadi perubahan tren dan kebutuhan pelanggan yang menginginkan Yaris lebih stylish, youthful, dan lincah,” ucap Anton, dalam keterangan resmi (8/9/2020).Baca juga: Viral Video Remaja Tertabrak Truk, Ingat Truk Butuh Jarak MengeremTAM Toyota Yaris mendapat pembaruan dari sisi eksterior dan fitur-fiturnya.“Untuk itu, konsep improvement pada New Yaris kali ini adalah melengkapi dan menguatkan DNA Yaris dengan nilai tambah berupa kelincahan sebagai hasil dari radius putar yang lebih pendek serta desain eksterior yang stylish dan youthful,” katanya.Dengan segala ubahannya, New Yaris kini dibanderol mulai Rp 263,4 juta (tipe G M/T 3 Airbag) sampai Rp 301,4 juta (tipe TRD CVT 7 Airbag).Bagi konsumen yang tertarik, harga New Yaris memang mengalami peningkatan. Namun jangan khawatir, karena diskon menarik tetap tersedia buat pelanggan.Baca juga: Ragam Istilah Salah Kaprah Dalam Otomotif, Kanebo Salah SatunyaTAM Toyota Yaris mendapat pembaruan dari sisi eksterior dan fitur-fiturnya.“Bagi yang berminat dengan  Yaris baru, saat ini sudah bisa dipesan dengan menaruh tanda jadi sebesar Rp 5 juta,” ujar salah satu tenaga penjual Toyota di Jakarta Utara, kepada Kompas.com (8/9/2020).“Konsumen juga bisa mendapatkan diskon hingga Rp 15 juta untuk pembelian tunai atau kredit,” tuturnya. ",otomotif
"Pemerintah Provinsi ( Pemprov) DKI Jakarta masih mengevaluasi soal penerapan  ganjil genap terkait munculnya klaster Covid-19 di transportasi umum.Gubernur DKI Jakarta Anies Baswedan mengatakan, evaluasi dilakukan untuk mempertimbangkan lebih lanjut apakah nantinya aturan ganjil genap kembali dicabut atau tetap diteruskan.""Kami selalu transparan dan menggunakan data dan menyampaikan data itu lengkap, jadi keputusan kebijakan selalu merujuk pada angka yang senyatanya terjadi di lapangan,"" ujar Anies, Selasa (8/9/2020).Selain itu, peluncuran  Toyota New Yaris juga cukup menyita perhatian masyarakat. Penasaran seperti apa, berikut 5 artikel terpopuler di kanal  otomotif pada Selasa 8 September 2020:1. Transportasi Umum Jadi Klaster Covid-19, DKI Evaluasi  Ganjil GenapKOMPAS.com/GARRY LOTULUNG Bus transjakarta melenggang di antara kemacetan di Jalan M.H Thamrin, Jakarta Pusat, Kamis (6/2/2020). Lembaga Pemantau Kemacetan Lalu Lintas TomTom memastikan Jakarta ada di posisi ke-10 kota termacet di dunia pada 2019 dengan indeks kemacetan 10 persen.Pemerintah Provinsi ( Pemprov) DKI Jakarta masih mengevaluasi soal penerapan ganjil genap terkait munculnya klaster Covid-19 di transportasi umum.Gubernur DKI Jakarta Anies Baswedan mengatakan, evaluasi dilakukan untuk mempertimbangkan lebih lanjut apakah nantinya aturan ganjil genap kembali dicabut atau tetap diteruskan.""Kami selalu transparan dan menggunakan data dan menyampaikan data itu lengkap, jadi keputusan kebijakan selalu merujuk pada angka yang senyatanya terjadi di lapangan,"" ujar Anies, Selasa (8/9/2020).Baca juga: Transportasi Umum Jadi Klaster Covid-19, DKI Evaluasi Ganjil Genap 2. Viral Video Remaja Tertabrak Truk, Ingat Truk Butuh Jarak MengeremKOMPAS.com/Ardito Ramadhan D Ilustrasi polisi melakukan olah TKP di lokasi kecelakaan di Jalan RE Martadinata, Jakarta Utara, Kamis (7/2/2019).Kejadian kecelakaan yang melibatkan truk kembali terjadi. Kali ini bukan karena masalah ODOL (over dimension over load), melainkan karena sebuah truk melindas seseorang yang berusaha memberhentikan di jalan. ",otomotif
"JAKARTA, KOMPAS.com –  Komunitas Xpander Mitsubishi Owner Club ( X-MOC) tahun ini merayakan hari jadi ketiga, yang jatuh pada 10 September 2020. Sejak dibentuk sampai hari ini, X-MOC telah menjadi wadah berbagai informasi bagi pemilik Xpander.Seperti diketahui, peluncuran Xpander di Indonesia yang fenomenal pada Agustus 2017 telah membuat antrean inden yang mengular hingga 3 sampai 4 bulan.Konsumen Xpander yang sama-sama menunggu mobil kesayangan, saling bertukar informasi mengenai delivery progress.Baca juga: Viral Video Remaja Tertabrak Truk, Ingat Truk Butuh Jarak MengeremIstimewa Komunitas Mitsubishi Xpander (X-MOC) rayakan hari jadi ketiga.Sambil kopi darat (kopdar) di sebuah kafe di bilangan Jakarta Selatan, beberapa calon pemilik ini mencoba membentuk  komunitas Xpander.Walaupun belum ada Xpander yang diterima pada saat itu, bisa dibilang tangga 10 September 2017 menjadi tonggak awal terbentuk dan berdirinya X-MOC Indonesia.Danny Bastian, Ketua Umum X-MOC Indonesia, mengatakan, hingga saat ini anggota X-MOC sudah mencapai ribuan member yang tersebar di seluruh Tanah Air.Baca juga: Turunkan Gigi Sebelum Belokan, Bukan SebaliknyaMMKSI Rifat Sungkar diangkat sebagai anggota kehormatan Xpander Mitsubishi Owner Club (XMOC) “Selama tiga tahun telah lebih dari 4.300 pemilik Xpander yang bergabung dari 30 provinsi di Indonesia,” ujar Danny, dalam keterangan tertulis (8/9/2020).“Di bawah naungan 19 kepengurusan daerah dan 29 chapter dengan mayoritas sebanyak 75 persen member menjadikan  Mitsubishi Xpander sebagai kendaraan andalan keluarganya,” katanya.Menurut Danny, X-MOC Indonesia bahkan mencatatkan rata-rata pertumbuhan sebanyak 125 member baru per bulan.Baca juga: Ragam Istilah Salah Kaprah Dalam Otomotif, Kanebo Salah SatunyaKOMPAS.com/Ruly Mitsubishi Xpander AP4 merupakan LMPV Xpander yang dimodifikasi khusus untuk berlaga di ajang rally.Selama 3 tahun aktif, X-MOC telah menggelar berbagai acara. Mulai dari Jambore Nasional 2018 di Salatiga yang diikuti oleh lebih dari 200 keluarga hingga Tour de Happiness 2019 yang melibatkan 300 unit Xpander di Serpong.X-MOC Indonesia juga telah mendaftarkan logo resmi komunitas di Ditjen HAKI sebagai wujud keseriusan para anggotanya menjadi wadah pemilik Xpander.Untuk memperingati hari jadinya yang ketiga, X-MOC juga telah menyiapkan sebuah acara yang disiarkan lewat Youtube X-MOC Indonesia Official, Facebook Xpander Mitsubishi Owner Club Indonesia, dan Instagram @xmoc.id.Baca juga: Pajak Mobil Listrik Hyundai Ioniq Lebih Murah Dibanding Xpander CrossIstimewa Komunitas Mitsubishi Xpander (X-MOC)Termasuk pemanfaatan cloud meeting media seperti Zoom yang sudah familiar di seluruh lapisan sehingga dapat menjangkau seluruh member X-MOC dan masyarakat umum secara luas dan interaktif, tanpa mengorbankan physical distancing sebagai bagian pencegahan Covid-19.Fasilitas hotline X-MOC juga tersedia di nomor 082.11.33.88.911 untuk mempermudah komunikasi member ke pengurus. Acara ini akan diselenggarakan secara langsung pada Sabtu 12 September 2020 lewat saluran daring tersebut, mulai pukul 10.00 WIB. ",otomotif
"JAKARTA, KOMPAS.com – Ruas  Tol Cipali sering menjadi lokasi terjadinya  kecelakaan. Mulai dari kecelakaan yang melibatkan kendaraan kecil, sampai yang berukuan besar seperti truk dan bus. Kecelakaan yang terjadi pun biasanya berupa kecelakaan berat bahkan sampai membuat korban meninggal dunia. Salah satu penyebab kecelakaan di Tol Cipali yaitu pengemudi yang mengalami penurunan kewaspadaan.Senior Investigator Komite Nasional Keselamatan Transportasi (KNKT), Ahmad Wildan mengatakan, waktu reaksi manusia normal berkisar satu sampai lima detik, jika pengemudi mengalami penurunan kewaspadaan, waktu reaksinya akan meningkat dan bisa berbahaya.Baca juga: Viral Video Remaja Tertabrak Truk, Ingat Truk Butuh Jarak MengeremKOMPAS.com / DANI PRABOWO Salah rest area yang terdapat di ruas Jalan Tol Cipali“Faktor yang bisa mengganggu waktu reaksi ini yaitu  fatigue atau  kelelahan. Pengemudi yang kelelahan akan memiliki waktu reaksi yang jauh lebih tinggi dibandingkan manusia normal,” kata Ahmad kepada Kompas.com, belum lama ini.Ahmad mengatakan, Tol Cipali memiliki kondisi jalan yang cenderung lurus dan nyaman, sehingga akan membuat pengemudi terlena. Apalagi ditambah tubuh yang kelelahan, kewaspadaan pengemudi makin berkurang.Ada dua cara untuk mengurangi faktor kelelahan saat mengemudi di Tol Cipali yaitu memperbaiki  rest area dan memanfaatkan tepian  jalan tol agar menciptakan situasi yang tidak membosankan saat mengemudi di jalan tol yang monoton.Baca juga: Pahala Kencana Rilis Bus Super Executive dengan Kursi Pijat“Memperbaiki rest area bisa dilakukan dengan menambah jumlahnya dan meningkatkan kualitasnya. Buat rest area semenarik mungkin sehingga pengemudi mau masuk,” ucap Ahmad.Ahmad menambahkan, hal hal yang menjadi daya tarik pengemudi untuk ke rest area yang pertama kapasitas, kemudian fasilitas dan terakhir adalah daya tarik hiburan. Selain memperbaiki rest area, tepian jalan tol juga bisa dimanfaatkan untuk merusak kejenuhan.“Variasi samping pada jalan tol seperti pepohonan yang berbeda warna ataupun jenis akan dapat mengalihkan pandangan sementara (scanning) pengemudi sehingga tidak jenuh dan monoton,” kata dia. ",otomotif
